Interaction_ID,Customer_ID,Date,Channel,Issue_Type,Outcome,Satisfaction_Score
INT0007107,205404873,10/25/2024,Digital,Others,resolved,5
INT0007108,205404493,11/19/2023,Voice,Card Issues,pending,2
INT0007109,205404081,3/10/2024,Digital,Customer Service,resolved,4
INT0007110,205402217,1/16/2023,Digital,Transaction Failures,resolved,5
INT0007111,205402241,5/1/2022,Digital,Digital Banking Errors,resolved,5
INT0007112,205400789,4/16/2023,Self Service,Loan & Credit Problems,pending,3
INT0007113,205400623,10/11/2024,Physical,Card Issues,resolved,4
INT0007114,205404121,2/20/2023,Physical,Customer Service,escalated,1
INT0007115,205402201,12/14/2024,Physical,Loan & Credit Problems,resolved,5
INT0007116,205400517,10/15/2024,Physical,Customer Service,pending,3
INT0007117,205403424,8/21/2023,Voice,Others,resolved,5
INT0007118,205402492,2/7/2022,Digital,Transaction Failures,pending,3
INT0007119,205404831,6/10/2022,Self Service,Loan & Credit Problems,resolved,4
INT0007120,205402197,8/12/2024,Self Service,Digital Banking Errors,resolved,3
INT0007121,205401935,5/19/2022,Physical,Digital Banking Errors,resolved,5
INT0007122,205402885,8/4/2024,Physical,Loan & Credit Problems,resolved,4
INT0007123,205401840,2/21/2024,Physical,Customer Service,resolved,5
INT0007124,205400829,2/26/2024,Physical,Others,resolved,5
INT0007125,205403522,6/19/2024,Self Service,Card Issues,resolved,5
INT0007126,205404018,3/6/2022,Digital,Card Issues,resolved,5
INT0007127,205400813,4/14/2022,Self Service,Others,resolved,4
INT0007128,205404091,9/30/2023,Self Service,Customer Service,resolved,5
INT0007129,205403255,3/8/2022,Physical,Digital Banking Errors,resolved,4
INT0007130,205402326,3/2/2023,Digital,Card Issues,resolved,4
INT0007131,205403830,5/30/2024,Voice,Digital Banking Errors,resolved,3
INT0007132,205402589,6/22/2024,Voice,Transaction Failures,resolved,4
INT0007133,205400051,2/6/2022,Digital,Loan & Credit Problems,escalated,2
INT0007134,205400179,10/21/2022,Physical,Loan & Credit Problems,resolved,3
INT0007135,205400685,3/16/2022,Digital,Customer Service,resolved,5
INT0007136,205402989,3/20/2023,Self Service,Card Issues,resolved,5
INT0007137,205402346,7/5/2024,Digital,Loan & Credit Problems,resolved,4
INT0007138,205401508,4/25/2023,Voice,Card Issues,pending,1
INT0007139,205403484,8/4/2024,Voice,Transaction Failures,resolved,4
INT0007140,205403568,11/15/2024,Physical,Digital Banking Errors,resolved,4
INT0007141,205402464,11/22/2023,Self Service,Customer Service,resolved,4
INT0007142,205401300,10/17/2023,Digital,Customer Service,pending,4
INT0007143,205401667,3/24/2024,Voice,Customer Service,resolved,4
INT0007144,205401270,12/5/2022,Voice,Loan & Credit Problems,resolved,4
INT0007145,205404768,8/22/2024,Voice,Loan & Credit Problems,escalated,2
INT0007146,205404124,6/27/2024,Self Service,Card Issues,resolved,3
INT0007147,205401549,9/11/2024,Physical,Digital Banking Errors,resolved,5
INT0007148,205404751,10/26/2024,Physical,Others,resolved,5
INT0007149,205403985,1/5/2023,Physical,Customer Service,resolved,5
INT0007150,205400605,3/16/2023,Physical,Transaction Failures,resolved,3
INT0007151,205403264,4/3/2022,Voice,Others,resolved,5
INT0007152,205400649,12/2/2023,Digital,Digital Banking Errors,resolved,4
INT0007153,205400411,2/24/2024,Physical,Customer Service,resolved,4
INT0007154,205401498,11/14/2024,Digital,Digital Banking Errors,resolved,4
INT0007155,205400429,7/31/2023,Digital,Card Issues,resolved,5
INT0007156,205400724,5/14/2024,Digital,Loan & Credit Problems,resolved,5
INT0007157,205404421,2/10/2023,Self Service,Loan & Credit Problems,pending,2
INT0007158,205404034,10/16/2023,Voice,Card Issues,pending,3
INT0007159,205404420,11/27/2022,Physical,Others,resolved,3
INT0007160,205401405,4/3/2023,Voice,Digital Banking Errors,resolved,5
INT0007161,205401922,3/22/2023,Physical,Card Issues,resolved,5
INT0007162,205403030,7/28/2022,Physical,Digital Banking Errors,escalated,1
INT0007163,205403794,8/20/2022,Self Service,Customer Service,resolved,5
INT0007164,205404277,1/20/2024,Physical,Loan & Credit Problems,resolved,5
INT0007165,205404235,5/28/2022,Self Service,Loan & Credit Problems,pending,3
INT0007166,205403193,6/4/2024,Voice,Others,resolved,5
INT0007167,205401395,10/3/2023,Voice,Customer Service,escalated,1
INT0007168,205404384,6/12/2023,Self Service,Card Issues,resolved,4
INT0007169,205400061,4/11/2022,Voice,Transaction Failures,resolved,4
INT0007170,205401241,4/30/2024,Physical,Loan & Credit Problems,resolved,4
INT0007171,205402101,3/20/2024,Digital,Card Issues,resolved,5
INT0007172,205401866,9/3/2022,Digital,Card Issues,resolved,5
INT0007173,205403413,11/23/2024,Voice,Others,escalated,1
INT0007174,205404275,10/10/2022,Self Service,Digital Banking Errors,resolved,3
INT0007175,205404626,3/8/2023,Self Service,Transaction Failures,pending,2
INT0007176,205402017,9/5/2022,Physical,Loan & Credit Problems,resolved,4
INT0007177,205400074,2/14/2022,Physical,Transaction Failures,resolved,5
INT0007178,205402901,10/23/2022,Self Service,Card Issues,pending,3
INT0007179,205402256,2/12/2024,Physical,Others,escalated,1
INT0007180,205404236,5/19/2022,Voice,Card Issues,resolved,5
INT0007181,205403237,1/17/2023,Physical,Others,pending,1
INT0007182,205400972,8/26/2023,Self Service,Card Issues,resolved,5
INT0007183,205400614,5/24/2022,Physical,Digital Banking Errors,resolved,3
INT0007184,205404697,11/12/2023,Physical,Transaction Failures,resolved,4
INT0007185,205404938,7/19/2023,Self Service,Transaction Failures,resolved,4
INT0007186,205401740,7/20/2023,Digital,Others,resolved,5
INT0007187,205403719,8/8/2023,Digital,Card Issues,resolved,5
INT0007188,205403742,1/25/2024,Self Service,Loan & Credit Problems,resolved,4
INT0007189,205402928,7/20/2024,Physical,Digital Banking Errors,resolved,4
INT0007190,205403802,10/25/2024,Digital,Customer Service,resolved,5
INT0007191,205403559,1/3/2024,Self Service,Others,resolved,4
INT0007192,205401262,12/24/2022,Physical,Card Issues,escalated,1
INT0007193,205403654,12/18/2022,Self Service,Transaction Failures,resolved,4
INT0007194,205403630,11/22/2023,Physical,Card Issues,resolved,4
INT0007195,205400965,1/22/2023,Self Service,Customer Service,resolved,5
INT0007196,205403155,1/31/2022,Physical,Others,resolved,4
INT0007197,205401045,4/14/2022,Self Service,Customer Service,escalated,2
INT0007198,205402809,10/1/2022,Voice,Digital Banking Errors,pending,2
INT0007199,205402695,2/20/2024,Voice,Digital Banking Errors,resolved,5
INT0007200,205404451,7/5/2023,Digital,Digital Banking Errors,resolved,5
INT0007201,205403807,2/20/2024,Physical,Transaction Failures,resolved,4
INT0007202,205404882,1/16/2022,Voice,Digital Banking Errors,pending,3
INT0007203,205401163,2/22/2022,Self Service,Card Issues,resolved,4
INT0007204,205403230,12/13/2024,Voice,Transaction Failures,resolved,3
INT0007205,205404320,7/11/2023,Physical,Customer Service,pending,3
INT0007206,205401005,5/3/2023,Physical,Others,pending,2
INT0007207,205404835,12/10/2022,Voice,Others,resolved,4
INT0007208,205404887,11/4/2022,Digital,Customer Service,resolved,5
INT0007209,205402336,10/12/2023,Digital,Digital Banking Errors,resolved,5
INT0007210,205403308,7/9/2023,Physical,Customer Service,pending,2
INT0007211,205404425,8/5/2022,Physical,Customer Service,resolved,5
INT0007212,205403746,9/13/2024,Physical,Loan & Credit Problems,resolved,5
INT0007213,205404034,5/8/2022,Self Service,Transaction Failures,resolved,5
INT0007214,205402193,11/24/2024,Self Service,Loan & Credit Problems,resolved,3
INT0007215,205404197,5/17/2024,Self Service,Card Issues,escalated,1
INT0007216,205401334,7/27/2022,Self Service,Customer Service,pending,2
INT0007217,205402557,7/14/2022,Voice,Transaction Failures,resolved,4
INT0007218,205400065,8/10/2024,Digital,Loan & Credit Problems,escalated,1
INT0007219,205403223,12/3/2024,Physical,Card Issues,resolved,5
INT0007220,205401310,7/26/2023,Physical,Loan & Credit Problems,pending,1
INT0007221,205404177,3/22/2023,Self Service,Others,resolved,4
INT0007222,205402057,8/8/2023,Digital,Others,resolved,4
INT0007223,205402610,11/24/2024,Digital,Loan & Credit Problems,resolved,4
INT0007224,205403210,7/20/2024,Self Service,Customer Service,resolved,5
INT0007225,205400218,12/14/2024,Voice,Others,resolved,5
INT0007226,205400271,8/18/2023,Digital,Loan & Credit Problems,resolved,4
INT0007227,205403125,2/6/2023,Digital,Loan & Credit Problems,pending,2
INT0007228,205402723,7/31/2022,Voice,Digital Banking Errors,resolved,4
INT0007229,205403332,8/29/2024,Digital,Loan & Credit Problems,resolved,3
INT0007230,205404552,1/9/2024,Digital,Customer Service,resolved,5
INT0007231,205400351,9/3/2022,Self Service,Customer Service,resolved,5
INT0007232,205403014,8/23/2023,Self Service,Transaction Failures,pending,3
INT0007233,205404355,8/14/2024,Digital,Digital Banking Errors,resolved,5
INT0007234,205400432,1/6/2023,Physical,Card Issues,pending,3
INT0007235,205404776,12/16/2024,Digital,Card Issues,resolved,4
INT0007236,205403050,8/29/2023,Digital,Others,resolved,5
INT0007237,205404243,11/20/2023,Digital,Digital Banking Errors,resolved,5
INT0007238,205401135,5/16/2023,Physical,Card Issues,resolved,5
INT0007239,205401832,7/3/2024,Self Service,Transaction Failures,resolved,4
INT0007240,205401490,12/30/2023,Voice,Card Issues,resolved,5
INT0007241,205402274,6/3/2023,Digital,Digital Banking Errors,resolved,4
INT0007242,205402156,8/29/2023,Voice,Customer Service,resolved,5
INT0007243,205400206,9/27/2024,Digital,Loan & Credit Problems,resolved,3
INT0007244,205403589,10/4/2022,Voice,Transaction Failures,resolved,3
INT0007245,205404377,1/19/2022,Self Service,Customer Service,pending,3
INT0007246,205402586,1/27/2022,Voice,Transaction Failures,resolved,4
INT0007247,205402393,6/16/2022,Physical,Customer Service,resolved,5
INT0007248,205400968,3/25/2024,Physical,Customer Service,pending,3
INT0007249,205404851,7/29/2023,Voice,Others,resolved,5
INT0007250,205402486,2/17/2024,Physical,Card Issues,resolved,5
INT0007251,205400173,11/3/2024,Digital,Digital Banking Errors,resolved,5
INT0007252,205400755,11/8/2023,Self Service,Card Issues,resolved,5
INT0007253,205404575,5/15/2022,Physical,Customer Service,resolved,4
INT0007254,205404815,2/22/2022,Digital,Customer Service,resolved,5
INT0007255,205400276,9/16/2022,Digital,Loan & Credit Problems,pending,2
INT0007256,205400940,4/4/2023,Self Service,Loan & Credit Problems,resolved,5
INT0007257,205400937,6/28/2022,Digital,Card Issues,resolved,5
INT0007258,205404001,2/22/2023,Physical,Digital Banking Errors,escalated,3
INT0007259,205404073,5/25/2022,Physical,Customer Service,pending,3
INT0007260,205402765,4/13/2024,Self Service,Transaction Failures,pending,3
INT0007261,205404992,4/17/2022,Physical,Transaction Failures,resolved,5
INT0007262,205402615,3/3/2023,Physical,Customer Service,resolved,5
INT0007263,205402585,9/18/2023,Voice,Digital Banking Errors,pending,1
INT0007264,205402920,3/25/2023,Self Service,Digital Banking Errors,resolved,5
INT0007265,205404648,11/13/2023,Voice,Card Issues,resolved,5
INT0007266,205404772,1/26/2023,Voice,Digital Banking Errors,pending,1
INT0007267,205401209,2/5/2024,Physical,Others,resolved,4
INT0007268,205404188,2/11/2022,Digital,Loan & Credit Problems,pending,1
INT0007269,205403229,5/13/2022,Physical,Transaction Failures,resolved,4
INT0007270,205404584,1/16/2022,Physical,Others,resolved,5
INT0007271,205404643,1/7/2024,Digital,Transaction Failures,resolved,5
INT0007272,205403231,9/24/2024,Self Service,Others,resolved,4
INT0007273,205400637,12/20/2024,Physical,Digital Banking Errors,resolved,4
INT0007274,205404350,11/19/2024,Voice,Others,resolved,4
INT0007275,205403173,12/10/2022,Self Service,Customer Service,resolved,5
INT0007276,205404019,1/14/2023,Physical,Card Issues,resolved,5
INT0007277,205400439,6/24/2024,Voice,Card Issues,resolved,5
INT0007278,205404894,11/13/2023,Digital,Card Issues,resolved,4
INT0007279,205403817,4/17/2024,Physical,Card Issues,resolved,5
INT0007280,205400441,9/20/2024,Physical,Customer Service,resolved,5
INT0007281,205403165,9/23/2022,Physical,Loan & Credit Problems,pending,4
INT0007282,205403853,7/9/2022,Voice,Customer Service,resolved,5
INT0007283,205402099,12/6/2022,Physical,Customer Service,resolved,4
INT0007284,205403413,4/30/2023,Physical,Digital Banking Errors,resolved,5
INT0007285,205400833,2/11/2023,Physical,Card Issues,pending,1
INT0007286,205401549,1/12/2022,Self Service,Customer Service,resolved,4
INT0007287,205400231,4/26/2023,Digital,Loan & Credit Problems,pending,2
INT0007288,205403910,10/2/2022,Digital,Customer Service,resolved,3
INT0007289,205402847,3/2/2022,Physical,Digital Banking Errors,escalated,2
INT0007290,205400944,6/19/2023,Voice,Card Issues,pending,4
INT0007291,205400515,4/7/2022,Voice,Others,pending,3
INT0007292,205403830,5/29/2024,Self Service,Digital Banking Errors,pending,3
INT0007293,205403840,3/9/2024,Digital,Digital Banking Errors,pending,3
INT0007294,205400508,9/30/2022,Self Service,Others,pending,3
INT0007295,205402825,12/12/2024,Physical,Loan & Credit Problems,resolved,3
INT0007296,205402254,9/11/2022,Voice,Others,resolved,3
INT0007297,205404715,9/22/2023,Voice,Others,resolved,5
INT0007298,205400501,9/17/2024,Voice,Customer Service,escalated,3
INT0007299,205400160,5/21/2022,Digital,Loan & Credit Problems,resolved,4
INT0007300,205402156,6/3/2023,Self Service,Loan & Credit Problems,escalated,1
INT0007301,205403486,7/30/2024,Voice,Card Issues,resolved,4
INT0007302,205401709,5/25/2022,Self Service,Others,resolved,4
INT0007303,205400769,7/31/2022,Voice,Transaction Failures,resolved,5
INT0007304,205404632,5/27/2023,Physical,Others,resolved,5
INT0007305,205401268,11/3/2024,Voice,Customer Service,pending,3
INT0007306,205404086,10/4/2023,Digital,Loan & Credit Problems,pending,3
INT0007307,205401588,8/25/2022,Self Service,Transaction Failures,pending,2
INT0007308,205402766,11/27/2023,Self Service,Customer Service,resolved,4
INT0007309,205403822,12/28/2023,Self Service,Others,resolved,5
INT0007310,205402853,2/13/2024,Physical,Card Issues,resolved,5
INT0007311,205401008,10/18/2022,Voice,Others,resolved,4
INT0007312,205400776,1/5/2022,Voice,Digital Banking Errors,resolved,5
INT0007313,205404349,4/14/2023,Physical,Digital Banking Errors,resolved,5
INT0007314,205404361,4/15/2022,Physical,Transaction Failures,resolved,3
INT0007315,205400561,8/18/2022,Voice,Customer Service,escalated,1
INT0007316,205404118,8/28/2022,Self Service,Card Issues,resolved,5
INT0007317,205402948,4/13/2022,Physical,Others,resolved,5
INT0007318,205403478,9/14/2022,Digital,Card Issues,resolved,4
INT0007319,205402366,3/9/2022,Digital,Card Issues,pending,3
INT0007320,205403735,1/18/2024,Self Service,Card Issues,resolved,5
INT0007321,205403088,3/16/2024,Voice,Digital Banking Errors,resolved,5
INT0007322,205401238,4/19/2023,Voice,Others,escalated,3
INT0007323,205401104,3/24/2023,Self Service,Loan & Credit Problems,resolved,3
INT0007324,205400096,1/10/2023,Physical,Customer Service,resolved,3
INT0007325,205402148,5/26/2024,Self Service,Transaction Failures,pending,3
INT0007326,205403891,12/27/2024,Physical,Transaction Failures,resolved,4
INT0007327,205403461,5/14/2024,Digital,Customer Service,resolved,5
INT0007328,205404281,5/24/2024,Physical,Others,resolved,5
INT0007329,205401633,1/16/2024,Self Service,Loan & Credit Problems,resolved,5
INT0007330,205400818,11/30/2022,Digital,Others,resolved,5
INT0007331,205403976,1/12/2022,Digital,Transaction Failures,resolved,4
INT0007332,205401846,11/26/2023,Voice,Loan & Credit Problems,resolved,4
INT0007333,205401727,4/21/2023,Self Service,Card Issues,pending,3
INT0007334,205404989,12/21/2022,Self Service,Digital Banking Errors,resolved,5
INT0007335,205404709,5/28/2024,Voice,Others,pending,3
INT0007336,205400983,1/26/2022,Physical,Loan & Credit Problems,pending,3
INT0007337,205404335,3/13/2022,Self Service,Transaction Failures,pending,4
INT0007338,205402030,2/1/2023,Voice,Others,pending,3
INT0007339,205400629,11/15/2022,Physical,Digital Banking Errors,pending,3
INT0007340,205401812,6/19/2022,Physical,Others,resolved,5
INT0007341,205403557,6/11/2023,Physical,Others,resolved,5
INT0007342,205400093,8/12/2024,Physical,Loan & Credit Problems,pending,2
INT0007343,205404086,11/28/2024,Self Service,Transaction Failures,resolved,3
INT0007344,205402913,12/17/2022,Physical,Digital Banking Errors,resolved,4
INT0007345,205401568,2/18/2024,Physical,Customer Service,resolved,5
INT0007346,205404958,3/24/2024,Voice,Customer Service,resolved,3
INT0007347,205401876,1/17/2022,Digital,Digital Banking Errors,pending,2
INT0007348,205401346,7/18/2022,Self Service,Digital Banking Errors,resolved,5
INT0007349,205402750,4/12/2023,Self Service,Transaction Failures,escalated,1
INT0007350,205404454,4/16/2024,Physical,Loan & Credit Problems,resolved,5
INT0007351,205401910,12/24/2022,Digital,Card Issues,resolved,4
INT0007352,205402681,6/5/2023,Physical,Transaction Failures,resolved,5
INT0007353,205403042,11/23/2024,Voice,Others,escalated,1
